FIRST,SECOND,THIRD,FOURTH,FIFTH,NEAR_FIRST,TWO,THREE
,,,265038,552267,,,
,,,307315,037726,,,
,,,307667,828107,,,
,,,337046,814420,,,
,,,381958,936132,,,
,,,385355,850739,,,
,,,415936,308959,,,
,,,427742,859215,,,
,,,434780,562001,,,
,,,461090,413974,,,
,,,463272,885467,,,
,,,502877,828800,,,
,,,512781,234864,,,
,,,519866,775634,,,
,,,569089,272202,,,
,,,591474,950924,,,
,,,607543,056435,,,
,,,623578,012817,,,
,,,656045,891321,,,
,,,669553,332654,,,
,,,673561,277817,,,
,,,697049,621504,,,
,,,697087,442295,,,
,,,728745,413416,,,
,,,734811,759996,,,
,,,745632,632478,,,
,,,801386,603379,,,
,,,804338,596560,,,
,,,817456,860977,,,
,,,827229,610189,,,
,,,863151,413296,,,
,,,890822,835767,,,
,,,895367,404538,,,
,,,901278,591279,,,
,,,917538,109661,,,
,,,933862,341311,,,
,,,973510,370922,,,
,,,975159,326710,,,
,,,023394,768329,,,
,,,029776,522190,,,
,,,068564,152922,,,
,,,089913,537818,,,
,,,095382,104043,,,
,,,105120,121939,,,
,,,131316,382072,,,
,,,134650,833066,,,
,,,158822,188985,,,
,,,164380,338380,,,
,,,171244,227738,,,
,,,192735,446888,,,
,,,205044,109226,,,
,,,286411,114781,,,
,,,310405,257678,,,
,,,320625,879606,,,
,,,390325,526439,,,
,,,398039,990518,,,
,,,408630,769405,,,
,,,423950,368057,,,
,,,520522,219315,,,
,,,523416,542336,,,
,,,530536,982865,,,
,,,551125,029558,,,
,,,552844,053035,,,
,,,561610,231037,,,
,,,607521,409135,,,
,,,614851,480137,,,
,,,627875,242711,,,
,,,640879,552247,,,
,,,652387,669669,,,
,,,665894,366021,,,
,,,678275,108173,,,
,,,684606,482309,,,
,,,692511,940036,,,
,,,709730,567908,,,
,,,716222,412594,,,
,,,720911,487576,,,
,,,740327,625037,,,
,,,760695,797320,,,
,,,801522,773129,,,
,,,820338,938299,,,
,,,833645,307904,,,
,,,834157,472631,,,
,,,835942,341950,,,
,,,842839,002766,,,
,,,848619,670933,,,
,,,912612,561302,,,
,,,919429,720098,,,
,,,986547,956809,,,
,,,013168,014504,,,
,,,031256,041626,,,
,,,064461,056323,,,
,,,073253,070964,,,
,,,095615,081708,,,
,,,107528,086300,,,
,,,193460,089977,,,
,,,199664,093959,,,
,,,230380,106655,,,
,,,267488,122033,,,
,,,282451,123015,,,
,,,283131,123489,,,
,,,301689,139856,,,
,,,308504,140798,,,
,,,314898,149329,,,
,,,371872,179456,,,
,,,374637,195700,,,
,,,376682,197974,,,
,,,389980,199556,,,
,,,397263,212228,,,
,,,404416,260263,,,
,,,410767,265258,,,
,,,430561,278675,,,
,,,436285,278749,,,
,,,476230,278855,,,
,,,476658,290203,,,
,,,521710,292608,,,
,,,538624,303834,,,
,,,539253,309637,,,
,,,546570,310154,,,
,,,547853,311222,,,
,,,570420,314584,,,
,,,580903,330605,,,
,,,586832,350447,,,
,,,589793,353841,,,
,,,604084,376388,,,
,,,628879,377736,,,
,,,684411,379849,,,
,,,765560,380538,,,
,,,774725,394820,,,
,,,782640,398015,,,
,,,789142,407804,,,
,,,792424,432826,,,
,,,854863,434721,,,
,,,873732,438755,,,
,,,905778,460474,,,
,,,906568,479287,,,
,,,924100,491228,,,
,,,985171,491465,,,
,,,990305,516584,,,
,,,002315,524659,,,
,,,002635,529436,,,
,,,013178,534060,,,
,,,061510,539699,,,
,,,063145,542401,,,
,,,086317,555476,,,
,,,188097,556250,,,
,,,225661,564075,,,
,,,242384,570415,,,
,,,243160,573965,,,
,,,253017,580074,,,
,,,262871,594739,,,
,,,271447,617298,,,
,,,271863,634223,,,
,,,272709,647074,,,
,,,321754,650063,,,
,,,328289,663886,,,
,,,338173,669251,,,
,,,340122,675976,,,
,,,358586,686746,,,
,,,382873,709336,,,
,,,401366,726444,,,
,,,403710,727072,,,
,,,415399,729077,,,
,,,508537,742377,,,
,,,546591,742743,,,
,,,553102,743267,,,
,,,579732,746733,,,
,,,581365,768717,,,
,,,610807,772257,,,
,,,612157,773349,,,
,,,639082,779115,,,
,,,663379,788364,,,
,,,681060,793106,,,
,,,718956,797949,,,
,,,719887,799551,,,
,,,740728,804833,,,
,,,749428,814022,,,
,,,778272,821796,,,
,,,787435,835356,,,
,,,797590,854899,,,
,,,800734,855678,,,
,,,802107,876482,,,
,,,826522,880424,,,
,,,832240,887980,,,
,,,845517,901507,,,
,,,865249,906272,,,
,,,920576,940117,,,
,,,939792,954905,,,
,,,959594,974386,,,
,,,006873,003173,,,
,,,049127,011760,,,
,,,054572,018785,,,
,,,056744,023585,,,
,,,064927,045675,,,
,,,071259,050386,,,
,,,086480,054945,,,
,,,095174,056965,,,
,,,099644,063970,,,
,,,107939,082073,,,
,,,109030,092936,,,
,,,135799,094144,,,
,,,153022,097118,,,
,,,153120,101097,,,
,,,186666,104042,,,
,,,191054,104501,,,
,,,232738,110961,,,
,,,282197,147664,,,
,,,307547,148127,,,
,,,313159,148686,,,
,,,350365,151091,,,
,,,356966,157810,,,
,,,364220,193282,,,
,,,385016,195061,,,
,,,405810,218359,,,
,,,419578,218637,,,
,,,468987,227709,,,
,,,499648,238429,,,
,,,512691,242148,,,
,,,557359,242811,,,
,,,567537,246097,,,
,,,596157,246195,,,
,,,601731,252980,,,
,,,610651,267591,,,
,,,618490,269189,,,
,,,687399,275448,,,
,,,690745,289870,,,
,,,703403,294382,,,
,,,738619,297918,,,
,,,740124,305110,,,
,,,746643,330291,,,
,,,747900,337301,,,
,,,763451,337985,,,
,,,799386,347149,,,
,,,810176,383840,,,
,,,844396,405632,,,
,,,899581,443026,,,
,,,922658,445234,,,
,,,975820,457326,,,
,,,992640,464121,,,
,,,004386,470869,,,
,,,007335,470915,,,
,,,008940,485932,,,
,,,057086,486531,,,
,,,058601,491104,,,
,,,089494,492079,,,
,,,120541,510355,,,
,,,140203,515131,,,
,,,160247,538883,,,
,,,164502,563348,,,
,,,168194,567845,,,
,,,204736,573055,,,
,,,215188,580701,,,
,,,230865,583979,,,
,,,261969,591072,,,
,,,267381,607614,,,
,,,267849,608743,,,
,,,289129,615993,,,
,,,342427,635100,,,
,,,346712,636191,,,
,,,396006,640689,,,
,,,425625,653608,,,
,,,433709,656187,,,
,,,437719,657114,,,
,,,444843,657610,,,
,,,461626,664565,,,
,,,482182,664812,,,
,,,483669,675104,,,
,,,490115,691437,,,
,,,518056,697274,,,
,,,527003,714620,,,
,,,535977,716699,,,
,,,561308,727323,,,
,,,564762,729739,,,
,,,576271,746980,,,
,,,696563,766404,,,
,,,703914,773620,,,
,,,746958,796875,,,
,,,837134,800720,,,
,,,861983,812137,,,
,,,871140,812139,,,
,,,894751,847454,,,
,,,899444,849076,,,
,,,916321,875668,,,
,,,918834,902352,,,
,,,948882,939687,,,
,,,951724,946416,,,
,,,956492,968325,,,
,,,960832,972774,,,
,,,978532,989865,,,
,,,008783,009523,,,
,,,038204,060775,,,
,,,044544,202999,,,
,,,046283,302162,,,
,,,047200,386542,,,
,,,047305,480552,,,
,,,073005,608454,,,
,,,081092,719058,,,
,,,124345,853690,,,
,,,136798,938155,,,
,,,148345,010278,,,
,,,149909,065936,,,
,,,162704,209382,,,
,,,214956,304300,,,
,,,262441,388842,,,
,,,267684,485462,,,
,,,271008,619573,,,
,,,273050,731993,,,
,,,281517,854823,,,
,,,307316,939554,,,
,,,311110,019829,,,
,,,327820,081543,,,
,,,332486,216971,,,
,,,352515,344356,,,
,,,371243,408401,,,
,,,435860,510028,,,
,,,443336,627103,,,
,,,453890,746696,,,
,,,498191,876425,,,
,,,575751,941300,,,
,,,642670,026596,,,
,,,655919,111437,,,
,,,674912,235071,,,
,,,694603,351904,,,
,,,713268,416783,,,
,,,726181,541956,,,
,,,766569,628368,,,
,,,788803,747070,,,
,,,792257,882440,,,
,,,793705,945244,,,
,,,808813,030252,,,
,,,809336,115954,,,
,,,826185,235696,,,
,,,830792,353542,,,
,,,849373,422430,,,
,,,911701,547700,,,
,,,913119,647370,,,
,,,933920,753064,,,
,,,935595,902974,,,
,,,996464,946742,,,
,,,042221,030607,,,
,,,054403,146846,,,
,,,118435,240089,,,
,,,133575,362843,,,
,,,160181,424403,,,
,,,168551,555329,,,
,,,170787,654880,,,
,,,191297,760158,,,
,,,199132,904785,,,
,,,207791,954623,,,
,,,218017,035112,,,
,,,275019,174180,,,
,,,328762,269932,,,
,,,376665,365003,,,
,,,400155,453271,,,
,,,428754,558052,,,
,,,433049,664694,,,
,,,433294,774404,,,
,,,446796,921162,,,
,,,453969,956115,,,
,,,455532,037953,,,
,,,466114,180452,,,
,,,491520,270077,,,
,,,494005,377971,,,
,,,517921,456212,,,
,,,537468,560302,,,
,,,538140,682392,,,
,,,563338,785171,,,
,,,569235,922639,,,
,,,584717,987504,,,
,,,600204,040519,,,
,,,614039,188331,,,
,,,677653,271800,,,
,,,696057,378490,,,
,,,698960,458568,,,
,,,714413,564762,,,
,,,743343,700039,,,
,,,760345,788350,,,
,,,796369,930562,,,
,,,798323,990824,,,
,,,826376,043822,,,
,,,837674,190624,,,
,,,847386,277610,,,
,,,854138,383766,,,
,,,884463,470620,,,
,,,892735,603679,,,
,,,933802,706913,,,
,,,952146,793742,,,
,,,952416,934398,,,
,,,974407,993340,,,
,,,000467,006303,,,
,,,012922,018793,,,
,,,028773,036606,,,
,,,133727,047256,,,
,,,145163,052926,,,
,,,153683,058368,,,
,,,155431,066153,,,
,,,195921,070167,,,
,,,228222,072734,,,
,,,247236,083335,,,
,,,247871,156036,,,
,,,253769,164363,,,
,,,303019,174864,,,
,,,305294,184794,,,
,,,314291,189534,,,
,,,343066,196347,,,
,,,359022,199622,,,
,,,367990,209350,,,
,,,386389,214998,,,
,,,393421,218498,,,
,,,404137,235729,,,
,,,444269,262851,,,
,,,448038,265342,,,
,,,451399,270868,,,
,,,461489,276276,,,
,,,482564,280540,,,
,,,499959,296423,,,
,,,566718,298287,,,
,,,586820,298728,,,
,,,589288,311089,,,
,,,596172,311271,,,
,,,606526,313673,,,
,,,612032,331587,,,
,,,630657,340348,,,
,,,633808,355690,,,
,,,641052,361502,,,
,,,708203,373520,,,
,,,754820,374180,,,
,,,786095,376284,,,
,,,790255,389323,,,
,,,813278,392349,,,
,,,827256,414089,,,
,,,900653,422674,,,
,,,917919,428051,,,
,,,922815,439571,,,
,,,941864,455300,,,
,,,963426,456769,,,
,,,968072,463990,,,
,,,978882,470541,,,
,,,994729,473699,,,
,,,002054,474984,,,
,,,013707,480097,,,
,,,018774,492610,,,
,,,021487,493647,,,
,,,024302,498304,,,
,,,062855,512609,,,
,,,088890,517478,,,
,,,089428,536881,,,
,,,101751,537370,,,
,,,157472,537560,,,
,,,165713,541208,,,
,,,199432,565192,,,
,,,215573,570911,,,
,,,224718,599304,,,
,,,236129,635077,,,
,,,239060,638337,,,
,,,244300,645342,,,
,,,269677,656628,,,
,,,277245,683536,,,
,,,321782,688427,,,
,,,324554,707243,,,
,,,330006,707292,,,
,,,364474,708703,,,
,,,418325,709431,,,
,,,424648,712049,,,
,,,453359,722600,,,
,,,473850,723660,,,
,,,481484,734922,,,
,,,625660,737319,,,
,,,630980,769882,,,
,,,634626,770966,,,
,,,690999,775546,,,
,,,708124,784654,,,
,,,733471,807310,,,
,,,740194,811409,,,
,,,759044,841300,,,
,,,783103,846981,,,
,,,799285,856985,,,
,,,810452,871014,,,
,,,823434,884053,,,
,,,830119,905014,,,
,,,839447,912651,,,
,,,844772,928329,,,
,,,847966,936630,,,
,,,927162,956618,,,
,,,927719,957782,,,
,,,979830,964015,,,
,,,980987,973240,,,
,,,985386,975799,,,
,,,986398,986141,,,
,,,015795,001216,,,
,,,022358,008381,,,
,,,056975,022419,,,
,,,060074,024974,,,
,,,068558,026796,,,
,,,070971,037943,,,
,,,096388,067748,,,
,,,114665,071594,,,
,,,125719,099955,,,
,,,146596,101326,,,
,,,171885,107832,,,
,,,192290,109834,,,
,,,203879,118491,,,
,,,235443,138062,,,
,,,260449,145902,,,
,,,284237,151933,,,
,,,293371,152038,,,
,,,303776,152393,,,
,,,319911,177653,,,
,,,320455,189923,,,
,,,342861,200451,,,
,,,350303,240732,,,
,,,415440,260944,,,
,,,417147,268060,,,
,,,424070,283007,,,
,,,424281,317941,,,
,,,438728,325861,,,
,,,473276,333021,,,
,,,475561,337461,,,
,,,493214,342812,,,
,,,498626,370827,,,
,,,510136,371902,,,
,,,537878,397135,,,
,,,553995,409412,,,
,,,576157,420447,,,
,,,592156,433971,,,
,,,620591,445419,,,
,,,658194,446289,,,
,,,700786,450760,,,
,,,730073,465987,,,
,,,739645,471016,,,
,,,740891,474831,,,
,,,803186,491608,,,
,,,803395,496143,,,
,,,831059,508786,,,
,,,913313,511304,,,
,,,913801,513847,,,
,,,921705,516984,,,
,,,950942,518855,,,
,,,983892,520855,,,
,,,018215,523087,,,
,,,067735,527462,,,
,,,093903,527969,,,
,,,119436,545195,,,
,,,140109,553474,,,
,,,172986,559332,,,
,,,243803,560988,,,
,,,247515,570836,,,
,,,275210,575431,,,
,,,283110,631597,,,
,,,285693,638266,,,
,,,292031,638673,,,
,,,352970,647253,,,
,,,388024,653753,,,
,,,391078,680002,,,
,,,416850,682359,,,
,,,468011,690886,,,
,,,488431,697133,,,
,,,498738,697504,,,
,,,504551,703971,,,
,,,519961,706102,,,
,,,526437,710157,,,
,,,529740,728910,,,
,,,563440,737595,,,
,,,602558,745567,,,
,,,606619,749670,,,
,,,619538,767393,,,
,,,632403,780518,,,
,,,643008,789498,,,
,,,649631,811930,,,
,,,670599,813567,,,
,,,670932,814647,,,
,,,687918,816152,,,
,,,703986,833004,,,
,,,705160,850130,,,
,,,758480,850819,,,
,,,761766,851816,,,
,,,814075,852407,,,
,,,828436,857122,,,
,,,864997,862661,,,
,,,895907,864593,,,
,,,900777,891306,,,
,,,928613,910269,,,
,,,940840,911754,,,
,,,941494,919072,,,
,,,946146,920109,,,
,,,950638,921849,,,
,,,960529,939048,,,
,,,963079,987382,,,
,,,982384,999429,,,
,,,016848,002941,,,
,,,022426,007301,,,
,,,040741,017997,,,
,,,042710,035429,,,
,,,087733,048883,,,
,,,089089,050003,,,
,,,094153,053101,,,
,,,109916,055800,,,
,,,162529,061806,,,
,,,168025,093131,,,
,,,228010,097682,,,
,,,242564,110555,,,
,,,283428,112690,,,
,,,289643,115336,,,
,,,291242,118797,,,
,,,313472,146760,,,
,,,362402,151198,,,
,,,374776,171415,,,
,,,425814,185342,,,
,,,450085,187606,,,
,,,453859,204974,,,
,,,459811,207958,,,
,,,473208,209247,,,
,,,489778,218935,,,
,,,508666,266780,,,
,,,525565,271184,,,
,,,533577,272099,,,
,,,535025,287265,,,
,,,535486,296457,,,
,,,543482,311067,,,
,,,556590,319263,,,
,,,568464,326647,,,
,,,579141,332040,,,
,,,594448,338659,,,
,,,636977,349098,,,
,,,716369,358676,,,
,,,746968,379173,,,
,,,773013,381619,,,
,,,773935,395999,,,
,,,811156,409057,,,
,,,839804,411008,,,
,,,843791,437537,,,
,,,855137,448046,,,
,,,866989,463081,,,
,,,923220,482455,,,
,,,951031,486291,,,
,,,970659,521355,,,
,,,977579,532336,,,
,,,979554,550504,,,
,,,981360,561032,,,
,,,024981,574563,,,
,,,077694,578961,,,
,,,093540,584995,,,
,,,099286,596029,,,
,,,117963,597486,,,
,,,121828,597511,,,
,,,149316,607168,,,
,,,153511,610747,,,
,,,181805,612892,,,
,,,189179,620989,,,
,,,191997,633338,,,
,,,251979,634583,,,
,,,256808,648782,,,
,,,262124,654972,,,
,,,283406,660900,,,
,,,286044,683401,,,
,,,325439,684605,,,
,,,330813,691696,,,
,,,374333,692984,,,
,,,389207,696622,,,
,,,463602,731853,,,
,,,466546,738533,,,
,,,468071,738610,,,
,,,505036,743471,,,
,,,507642,745371,,,
,,,530590,750185,,,
,,,539868,763241,,,
,,,541026,772778,,,
,,,546154,775151,,,
,,,548108,778063,,,
,,,557759,785644,,,
,,,595084,787531,,,
,,,595570,793317,,,
,,,614012,801950,,,
,,,645249,826814,,,
,,,652148,840891,,,
,,,653353,856434,,,
,,,653696,887309,,,
,,,699078,891746,,,
,,,720149,916421,,,
,,,748683,924630,,,
,,,758945,926462,,,
,,,777975,937713,,,
,,,832815,938417,,,
,,,834176,946165,,,
,,,878194,955296,,,
,,,894762,974022,,,
,,,914502,978227,,,
,,,923599,998755,,,
,,,954622,999959,,,
,,,034673,004509,,,
,,,049528,089206,,,
,,,077803,156335,,,
,,,093154,294924,,,
,,,116166,378631,,,
,,,144406,491502,,,
,,,150919,609678,,,
,,,153979,719442,,,
,,,159851,838288,,,
,,,187428,899994,,,
,,,203345,006478,,,
,,,243410,090998,,,
,,,252157,185736,,,
,,,312303,315280,,,
,,,313975,395586,,,
,,,331121,507961,,,
,,,347483,612914,,,
,,,348401,723272,,,
,,,450528,855978,,,
,,,452728,905256,,,
,,,545618,015203,,,
,,,553186,096881,,,
,,,564622,205277,,,
,,,569165,321542,,,
,,,625548,398657,,,
,,,630233,510311,,,
,,,694380,615231,,,
,,,700169,724947,,,
,,,708893,868921,,,
,,,713359,919070,,,
,,,714515,021943,,,
,,,724186,097934,,,
,,,742799,207936,,,
,,,773018,332640,,,
,,,781062,399339,,,
,,,787389,514165,,,
,,,804360,619110,,,
,,,828637,787038,,,
,,,834797,871713,,,
,,,866191,929101,,,
,,,915429,029681,,,
,,,916632,104219,,,
,,,921043,215416,,,
,,,925790,343387,,,
,,,932731,404810,,,
,,,937784,515124,,,
,,,961180,632033,,,
,,,966567,798755,,,
,,,974672,878036,,,
,,,986125,950430,,,
,,,019819,037438,,,
,,,034603,110638,,,
,,,044615,230718,,,
,,,104970,350978,,,
,,,107310,423723,,,
,,,111463,520266,,,
,,,130870,678947,,,
,,,133775,803131,,,
,,,134367,883171,,,
,,,142164,953041,,,
,,,155419,038548,,,
,,,186120,112319,,,
,,,186350,237425,,,
,,,198295,355175,,,
,,,207989,444019,,,
,,,240420,535302,,,
,,,255350,687452,,,
,,,259561,804662,,,
,,,270450,884484,,,
,,,331518,955649,,,
,,,339566,060204,,,
,,,371783,128140,,,
,,,384412,239659,,,
,,,399480,357584,,,
,,,457972,444873,,,
,,,467375,555716,,,
,,,478665,688595,,,
,,,521680,815891,,,
,,,521938,885218,,,
,,,532062,958691,,,
,,,534724,060707,,,
,,,581519,128357,,,
,,,629220,248865,,,
,,,665658,370906,,,
,,,678787,447191,,,
,,,690700,562791,,,
,,,691104,711311,,,
,,,736425,817891,,,
,,,737428,888039,,,
,,,805406,972484,,,
,,,811971,061124,,,
,,,849498,129635,,,
,,,862070,290548,,,
,,,865761,376046,,,
,,,914915,450924,,,
,,,927545,568848,,,
,,,932477,719029,,,
,,,945949,824265,,,
,,,961025,888173,,,
,,,992743,998981,,,
,,,038990,010023,,,
,,,046243,016159,,,
,,,067885,023903,,,
,,,069814,028280,,,
,,,080874,037462,,,
,,,082126,047691,,,
,,,095746,066415,,,
,,,128198,077236,,,
,,,130204,092055,,,
,,,144847,094402,,,
,,,158314,123201,,,
,,,197505,146464,,,
,,,208894,149982,,,
,,,215346,170821,,,
,,,252344,180607,,,
,,,278000,183084,,,
,,,280362,189871,,,
,,,332602,191425,,,
,,,333382,194707,,,
,,,359594,206729,,,
,,,360912,225119,,,
,,,367057,231468,,,
,,,370868,243319,,,
,,,377485,247433,,,
,,,443959,247686,,,
,,,484512,248882,,,
,,,487215,250552,,,
,,,489797,284258,,,
,,,492832,293172,,,
,,,521074,300517,,,
,,,542603,305573,,,
,,,585613,307600,,,
,,,586004,314478,,,
,,,589650,316128,,,
,,,663715,319547,,,
,,,677997,320362,,,
,,,681234,330661,,,
,,,698376,338779,,,
,,,710844,346517,,,
,,,712920,367008,,,
,,,714133,385914,,,
,,,725962,446044,,,
,,,793535,464109,,,
,,,806755,468702,,,
,,,816668,473995,,,
,,,868430,474634,,,
,,,918571,477298,,,
,,,957590,486774,,,
,,,974911,495563,,,
,,,975397,496215,,,
,,,028558,505839,,,
,,,095082,527248,,,
,,,112794,536436,,,
,,,117723,553859,,,
,,,120255,584671,,,
,,,126501,594711,,,
,,,136372,616628,,,
,,,150501,617907,,,
,,,152293,618681,,,
,,,187945,629672,,,
,,,205631,655453,,,
,,,217822,678500,,,
,,,223805,685047,,,
,,,238486,685455,,,
,,,259133,704041,,,
,,,286018,705504,,,
,,,298330,707831,,,
,,,313365,713516,,,
,,,334606,733018,,,
,,,338696,742957,,,
,,,356514,753415,,,
,,,357000,758575,,,
,,,403545,762674,,,
,,,405225,778176,,,
,,,430738,778452,,,
,,,492525,782991,,,
,,,497301,783915,,,
,,,507035,788855,,,
,,,518441,789129,,,
,,,542928,811538,,,
,,,543544,819965,,,
,,,579999,823959,,,
,,,586163,829752,,,
,,,593368,839646,,,
,,,606197,862534,,,
,,,637172,862595,,,
,,,685737,871182,,,
,,,734863,880583,,,
,,,735749,891278,,,
,,,758204,902310,,,
,,,773831,915228,,,
,,,780324,958927,,,
,,,781308,959837,,,
,,,795907,961216,,,
,,,796255,967264,,,
,,,822465,971656,,,
,,,887713,977665,,,
,,,910444,978881,,,
,,,924725,980654,,,
,,,945904,993643,,,
,,,033246,004698,,,
,,,040352,010188,,,
,,,045788,016875,,,
,,,054060,020392,,,
,,,093108,049144,,,
,,,134510,065691,,,
,,,206759,071172,,,
,,,234686,071996,,,
,,,291873,082132,,,
,,,295527,095824,,,
,,,321202,107910,,,
,,,333643,112941,,,
,,,357228,133651,,,
,,,384554,149494,,,
,,,402789,159272,,,
,,,412919,168044,,,
,,,415922,173729,,,
,,,417587,196713,,,
,,,438140,201255,,,
,,,462942,212795,,,
,,,466421,223374,,,
,,,470459,229711,,,
,,,477838,233636,,,
,,,493526,237674,,,
,,,499994,241961,,,
,,,512905,249649,,,
,,,528698,256083,,,
,,,548571,272835,,,
,,,598673,298908,,,
,,,604062,307956,,,
,,,617418,310293,,,
,,,628937,312328,,,
,,,647383,333087,,,
,,,649715,365535,,,
,,,659610,366371,,,
,,,697758,367016,,,
,,,700370,369789,,,
,,,765209,438126,,,
,,,773763,442803,,,
,,,797430,445526,,,
,,,828209,453162,,,
,,,829788,467612,,,
,,,866618,471486,,,
,,,904982,474992,,,
,,,913939,482863,,,
,,,921838,496902,,,
,,,958191,499694,,,
,,,963196,501617,,,
,,,966454,527338,,,
,,,971741,534620,,,
,,,020793,552096,,,
,,,038248,555629,,,
,,,078465,559768,,,
,,,086565,586533,,,
,,,131926,615644,,,
,,,189744,627839,,,
,,,230465,629210,,,
,,,232910,651297,,,
,,,254529,655068,,,
,,,264128,669126,,,
,,,282504,687156,,,
,,,282779,689909,,,
,,,296183,696264,,,
,,,301613,716337,,,
,,,306050,729616,,,
,,,321540,734549,,,
,,,344320,746124,,,
,,,348303,750398,,,
,,,360883,756272,,,
,,,379205,758268,,,
,,,386168,764251,,,
,,,418115,769701,,,
,,,518533,784566,,,
,,,522740,788460,,,
,,,522915,806703,,,
,,,534356,812064,,,
,,,567768,821315,,,
,,,591277,828570,,,
,,,614108,833700,,,
,,,633766,849352,,,
,,,655952,857904,,,
,,,671228,886663,,,
,,,700717,892973,,,
,,,717634,912361,,,
,,,729875,927456,,,
,,,748869,928720,,,
,,,771284,937973,,,
,,,775987,944805,,,
,,,813260,950741,,,
,,,814839,955365,,,
,,,879791,964599,,,
,,,881010,966205,,,
,,,881691,967690,,,
,,,910470,968040,,,
,,,917602,975059,,,
,,,936959,975374,,,
,,,938070,980217,,,
,,,957080,984869,,,
,,,960277,989787,,,
,,,997861,990546,,,
,,,014781,016596,,,
,,,031173,044272,,,
,,,050143,064718,,,
,,,050885,066208,,,
,,,073420,074006,,,
,,,097768,095442,,,
,,,125189,100584,,,
,,,126784,122145,,,
,,,183288,123662,,,
,,,183447,125767,,,
,,,209737,140719,,,
,,,264290,150266,,,
,,,273061,154386,,,
,,,283454,173397,,,
,,,311719,179557,,,
,,,320236,180923,,,
,,,352123,188106,,,
,,,367958,191613,,,
,,,399534,202237,,,
,,,404736,204791,,,
,,,410459,214282,,,
,,,417601,220807,,,
,,,462958,225209,,,
,,,475223,229636,,,
,,,491057,238657,,,
,,,492245,253086,,,
,,,527617,300306,,,
,,,567514,301128,,,
,,,597304,310565,,,
,,,606450,319161,,,
,,,620475,327020,,,
,,,638785,335777,,,
,,,686385,342375,,,
,,,710162,366366,,,
,,,715523,369338,,,
,,,727891,379574,,,
,,,761781,384242,,,
,,,768767,387211,,,
,,,798291,420405,,,
,,,817947,422752,,,
,,,846931,429845,,,
,,,847390,455454,,,
,,,858945,465834,,,
,,,867644,488377,,,
,,,894971,520357,,,
,,,897741,529444,,,
,,,925779,556570,,,
,,,971837,561761,,,
,,,977948,571648,,,
,,,998215,576633,,,
,,,012231,581161,,,
,,,023159,588901,,,
,,,043625,590473,,,
,,,049273,596686,,,
,,,049856,652855,,,
,,,063209,653262,,,
,,,095263,653598,,,
,,,097274,662783,,,
,,,109098,672224,,,
,,,114608,685938,,,
,,,134498,692471,,,
,,,150741,693845,,,
,,,185012,708997,,,
,,,241146,709340,,,
,,,253283,716499,,,
,,,268841,718913,,,
,,,276997,720100,,,
,,,300765,721034,,,
,,,331443,738296,,,
,,,332427,738891,,,
,,,365317,752858,,,
,,,381677,767974,,,
,,,461620,771601,,,
,,,471551,809701,,,
,,,473373,812714,,,
,,,489070,816006,,,
,,,507590,816447,,,
,,,527542,820297,,,
,,,529358,821950,,,
,,,547915,823203,,,
,,,565735,828593,,,
,,,575727,843153,,,
,,,579158,843834,,,
,,,601381,844122,,,
,,,619951,856820,,,
,,,643629,875131,,,
,,,645053,904740,,,
,,,690271,905388,,,
,,,716112,910888,,,
,,,720534,924701,,,
,,,786138,930116,,,
,,,828205,930147,,,
,,,837802,940709,,,
,,,845819,949669,,,
,,,846012,956848,,,
,,,921708,957463,,,
,,,926293,961638,,,
,,,933558,965357,,,
,,,957154,982293,,,
,,,983729,994826,,,
,,,034340,497638,,,
,,,048187,382952,,,
,,,049532,942016,,,
,,,056674,174131,,,
,,,073369,967173,,,
,,,083878,818628,,,
,,,107685,300631,,,
,,,114887,565953,,,
,,,157773,340658,,,
,,,179614,760362,,,
,,,181591,187785,,,
,,,183215,444669,,,
,,,198106,052435,,,
,,,198624,529837,,,
,,,210493,046231,,,
,,,258578,263239,,,
,,,326524,796921,,,
,,,363580,692166,,,
,,,366231,846711,,,
,,,390443,512950,,,
,,,403467,027738,,,
,,,417439,576705,,,
,,,442822,348296,,,
,,,448786,166731,,,
,,,462092,713235,,,
,,,477515,419610,,,
,,,478002,819133,,,
,,,483446,434265,,,
,,,484293,013977,,,
,,,489774,632143,,,
,,,494036,928197,,,
,,,539732,047118,,,
,,,547527,610360,,,
,,,648649,319300,,,
,,,665946,904511,,,
,,,689674,402913,,,
,,,704114,042033,,,
,,,741471,373836,,,
,,,761549,188686,,,
,,,765448,099076,,,
,,,786893,113852,,,
,,,788130,319430,,,
,,,847197,043762,,,
,,,888353,378466,,,
,,,898542,559885,,,
,,,908398,470279,,,
,,,920370,321593,,,
,,,941889,665647,,,
,,,973577,355797,,,
,,,979237,012456,,,
,,,029853,107296,,,
,,,030930,657915,,,
,,,031982,154180,,,
,,,045238,458339,,,
,,,061422,287374,,,
,,,066115,784086,,,
,,,103182,164914,,,
,,,111672,950388,,,
,,,117709,905373,,,
,,,138544,131019,,,
,,,181377,198272,,,
,,,184697,492915,,,
,,,228660,482863,,,
,,,239990,008798,,,
,,,242378,326899,,,
,,,254534,854931,,,
,,,263316,686893,,,
,,,266652,516901,,,
,,,268646,546252,,,
,,,280445,913979,,,
,,,308239,146201,,,
,,,324718,053937,,,
,,,345527,330197,,,
,,,346230,957204,,,
